Iteracao,Particula,Distancia,PWM,Erro_Atual,Gbest_Erro
42,1,30.62,-14.14,-0.62,5.69
42,1,18.98,45.50,11.02,5.69
42,1,37.24,-52.86,-7.24,5.69
42,1,30.92,-34.83,-0.92,5.69
42,1,36.08,-65.02,-6.08,5.69
42,1,29.30,-26.61,0.70,5.69
42,1,34.95,-60.02,-4.95,5.69
42,1,31.06,-43.12,-1.06,5.69
42,1,29.88,-37.85,0.12,5.69
42,1,36.41,-66.44,-6.41,5.69
42,1,30.62,-41.16,-0.62,5.69
42,1,32.28,-48.41,-2.28,5.69
42,1,31.06,-43.12,-1.06,5.69
42,1,30.47,-40.52,-0.47,5.69
42,1,31.06,-43.11,-1.06,5.69
42,1,31.06,-43.11,-1.06,5.69
42,1,30.47,-40.51,-0.47,5.69
42,1,31.21,-43.76,-1.21,5.69
42,1,28.72,-31.81,1.28,5.69
42,1,31.82,-46.41,-1.82,5.69
42,1,30.47,-40.51,-0.47,5.69
42,1,28.29,-26.72,1.71,5.69
42,1,24.49,-5.31,5.51,5.69
42,1,30.47,-33.42,-0.47,5.69
42,1,29.88,-31.41,0.12,5.69
42,1,31.67,-42.40,-1.67,5.69
42,1,30.47,-34.78,-0.47,5.69
42,1,31.52,-41.51,-1.52,5.69
42,1,29.88,-31.27,0.12,5.69
42,1,24.11,-2.77,5.89,5.69
42,1,29.30,-23.51,0.70,5.69
42,1,29.88,-24.24,0.12,5.69
42,1,29.30,-19.79,0.70,5.69
42,1,29.30,-18.42,0.70,5.69
42,1,29.30,-16.84,0.70,5.69
42,1,29.30,-15.48,0.70,5.69
42,1,30.03,-17.86,-0.03,5.69
42,1,29.30,-11.97,0.70,5.69
42,1,29.30,0.17,0.70,5.69
42,1,28.72,5.27,1.28,5.69
42,1,28.72,10.18,1.28,5.69
42,1,28.72,13.65,1.28,5.69
42,1,30.32,8.59,-0.32,5.69
42,1,29.88,9.27,0.12,5.69
42,1,29.88,8.46,0.12,5.69
42,1,23.72,40.53,6.28,5.69
42,1,29.88,12.65,0.12,5.69
42,1,29.88,12.21,0.12,5.69
42,1,29.88,12.90,0.12,5.69
42,1,29.88,10.05,0.12,5.69
42,1,29.88,8.46,0.12,5.69
42,1,31.06,2.94,-1.06,5.69
42,1,29.88,9.58,0.12,5.69
42,1,29.30,10.95,0.70,5.69
42,1,33.52,-5.83,-3.52,5.69
42,1,28.72,15.07,1.28,5.69
42,1,28.72,23.80,1.28,5.69
42,1,34.79,-2.55,-4.79,5.69
42,1,25.54,39.26,4.46,5.69
42,1,31.37,22.65,-1.37,5.69
42,1,36.41,-15.86,-6.41,5.69
42,1,37.24,-18.28,-7.24,5.69
42,1,37.24,-29.57,-7.24,5.69
42,1,28.72,10.73,1.28,5.69
42,1,37.24,-32.36,-7.24,5.69
42,1,33.52,-38.40,-3.52,5.69
42,1,23.85,-6.84,6.15,5.69
42,1,32.89,-51.09,-2.89,5.69
42,1,25.95,-11.54,4.05,5.69
42,1,33.68,-53.69,-3.68,5.69
42,1,32.43,-41.95,-2.43,5.69
42,1,36.41,-66.40,-6.41,5.69
42,1,35.43,-62.14,-5.43,5.69
42,1,33.36,-53.10,-3.36,5.69
42,1,35.59,-62.86,-5.59,5.69
42,1,28.72,-27.60,1.28,5.69
42,1,30.47,-34.54,-0.47,5.69
42,1,29.88,-37.80,0.12,5.69
42,1,32.28,-48.38,-2.28,5.69
42,1,26.49,-17.76,3.51,5.69
42,1,29.30,-33.27,0.70,5.69
42,1,29.44,-31.63,0.56,5.69
42,1,28.86,-32.55,1.14,5.69
42,1,30.47,-33.81,-0.47,5.69
42,1,32.28,-48.39,-2.28,5.69
42,1,25.15,-13.54,4.85,5.69
42,1,31.67,-45.54,-1.67,5.69
42,2,20.21,54.75,9.79,5.69
42,2,25.54,42.60,4.46,5.69
42,2,25.54,53.30,4.46,5.69
42,2,26.08,50.63,3.92,5.69
42,2,26.49,48.61,3.51,5.69
42,2,28.29,39.64,1.71,5.69
42,2,28.15,40.35,1.85,5.69
42,2,23.72,62.37,6.28,5.69
42,2,29.88,29.82,0.12,5.69
42,2,27.04,45.87,2.96,5.69
42,2,38.08,-25.96,-8.08,5.69
42,2,37.24,-41.00,-7.24,5.69
42,2,34.15,-39.63,-4.15,5.69
42,2,37.24,-67.10,-7.24,5.69
42,2,28.01,-20.01,1.99,5.69
42,2,31.06,-36.43,-1.06,5.69
42,2,32.43,-43.24,-2.43,5.69
42,2,37.24,-67.10,-7.24,5.69
42,2,26.08,-6.36,3.92,5.69
42,2,31.82,-35.93,-1.82,5.69
42,2,26.49,-5.10,3.51,5.69
42,2,32.89,-40.11,-2.89,5.69
42,2,31.67,-33.92,-1.67,5.69
42,2,30.03,-26.34,-0.03,5.69
42,2,23.72,9.08,6.28,5.69
42,2,29.30,-21.79,0.70,5.69
42,2,32.28,-36.86,-2.28,5.69
42,2,31.67,-37.18,-1.67,5.69
42,2,28.15,-18.74,1.85,5.69
42,2,30.47,-30.28,-0.47,5.69
42,2,31.82,-39.11,-1.82,5.69
42,2,31.82,-40.22,-1.82,5.69
42,2,30.47,-33.49,-0.47,5.69
42,2,25.81,-7.73,4.19,5.69
42,2,29.30,-26.35,0.70,5.69
42,2,30.62,-34.23,-0.62,5.69
42,2,31.06,-36.46,-1.06,5.69
42,2,30.47,-33.49,-0.47,5.69
42,2,30.47,-33.50,-0.47,5.69
42,2,29.88,-30.49,0.12,5.69
42,2,30.03,-30.67,-0.03,5.69
42,2,30.47,-33.24,-0.47,5.69
42,2,29.88,-27.61,0.12,5.69
42,2,29.88,-27.61,0.12,5.69
42,2,30.47,-29.82,-0.47,5.69
42,2,29.88,-27.34,0.12,5.69
42,2,30.47,-25.12,-0.47,5.69
42,2,29.88,-22.55,0.12,5.69
42,2,28.72,-16.15,1.28,5.69
42,2,28.01,-12.18,1.99,5.69
42,2,29.88,-20.01,0.12,5.69
42,2,30.03,-20.09,-0.03,5.69
42,2,29.88,-18.82,0.12,5.69
42,2,29.88,-14.70,0.12,5.69
42,2,29.88,-13.51,0.12,5.69
42,2,28.44,-1.27,1.56,5.69
42,2,29.88,-5.48,0.12,5.69
42,2,29.88,-4.00,0.12,5.69
42,2,30.03,-4.90,-0.03,5.69
42,2,29.30,0.01,0.70,5.69
42,2,29.88,-2.15,0.12,5.69
42,2,29.01,10.46,0.99,5.69
42,2,30.47,2.66,-0.47,5.69
42,2,31.06,-3.34,-1.06,5.69
42,2,30.47,2.23,-0.47,5.69
42,2,31.06,-3.70,-1.06,5.69
42,2,30.47,2.81,-0.47,5.69
42,2,29.88,2.31,0.12,5.69
42,2,31.67,-4.33,-1.67,5.69
42,2,30.17,2.17,-0.17,5.69
42,2,30.47,-4.63,-0.47,5.69
42,2,31.06,-12.08,-1.06,5.69
42,2,29.30,-7.29,0.70,5.69
42,2,31.21,-14.78,-1.21,5.69
42,2,30.47,-14.86,-0.47,5.69
42,2,33.52,-32.48,-3.52,5.69
42,2,28.72,-13.19,1.28,5.69
42,2,31.06,-22.57,-1.06,5.69
42,2,26.90,-1.66,3.10,5.69
42,2,29.30,-17.04,0.70,5.69
42,2,30.47,-18.25,-0.47,5.69
42,2,32.28,-25.34,-2.28,5.69
42,2,25.28,9.83,4.72,5.69
42,2,29.88,-13.11,0.12,5.69
42,2,30.47,-17.65,-0.47,5.69
42,2,29.30,-14.19,0.70,5.69
42,2,24.75,11.07,5.25,5.69
42,2,32.28,-29.73,-2.28,5.69
42,2,28.15,-3.21,1.85,5.69
42,2,29.30,-3.83,0.70,5.69
42,2,30.92,-17.93,-0.92,5.69
42,2,28.15,-1.57,1.85,5.69
42,2,27.04,5.54,2.96,5.69
42,2,28.15,-3.07,1.85,5.69
42,2,29.30,-5.84,0.70,5.69
42,2,29.88,-9.63,0.12,5.69
42,2,32.28,-24.79,-2.28,5.69
42,2,37.24,-61.94,-7.24,5.69
42,2,32.89,-45.54,-2.89,5.69
42,2,34.79,-54.99,-4.79,5.69
42,2,32.89,-40.59,-2.89,5.69
42,2,30.47,-25.80,-0.47,5.69
42,2,31.06,-30.66,-1.06,5.69
42,2,37.57,-68.80,-7.57,5.69
42,2,28.01,-20.02,1.99,5.69
42,2,27.59,-15.77,2.41,5.69
42,2,31.82,-40.21,-1.82,5.69
42,2,28.72,-23.87,1.28,5.69
42,2,31.06,-36.26,-1.06,5.69
42,2,32.89,-45.54,-2.89,5.69
42,2,30.47,-33.49,-0.47,5.69
42,2,34.15,-51.77,-4.15,5.69
42,2,31.06,-35.51,-1.06,5.69
42,2,32.28,-42.48,-2.28,5.69
42,2,29.59,-28.85,0.41,5.69
43,0,25.54,22.95,4.46,5.69
43,0,25.54,39.45,4.46,5.69
43,0,25.54,53.79,4.46,5.69
43,0,25.41,54.40,4.59,5.69
43,0,20.21,77.63,9.79,5.69
43,0,27.04,47.14,2.96,5.69
43,0,22.23,68.61,7.77,5.69
43,0,27.59,44.66,2.41,5.69
43,0,27.59,44.62,2.41,5.69
43,0,32.28,20.64,-2.28,5.69
43,0,34.15,10.36,-4.15,5.69
43,0,37.40,-16.31,-7.40,5.69
43,0,36.41,-34.91,-6.41,5.69
43,0,36.41,-56.79,-6.41,5.69
43,0,36.74,-64.00,-6.74,5.69
43,0,27.04,-18.58,2.96,5.69
43,0,26.49,-4.29,3.51,5.69
43,0,29.88,-15.69,0.12,5.69
43,0,24.49,10.09,5.51,5.69
43,0,34.15,-33.32,-4.15,5.69
43,0,26.22,10.28,3.78,5.69
43,0,26.49,12.76,3.51,5.69
43,0,30.47,1.73,-0.47,5.69
43,0,24.23,31.97,5.77,5.69
43,0,34.15,-25.73,-4.15,5.69
43,0,37.40,-61.15,-7.40,5.69
43,0,35.27,-57.41,-5.27,5.69
43,0,36.74,-64.06,-6.74,5.69
43,0,30.47,-35.80,-0.47,5.69
43,0,35.43,-58.19,-5.43,5.69
43,0,31.67,-41.35,-1.67,5.69
43,0,32.89,-46.87,-2.89,5.69
43,0,32.89,-46.84,-2.89,5.69
43,0,32.43,-44.75,-2.43,5.69
43,0,26.35,-12.29,3.65,5.69
43,0,29.88,-31.70,0.12,5.69
43,0,30.47,-35.99,-0.47,5.69
43,0,31.67,-41.36,-1.67,5.69
43,0,30.47,-35.99,-0.47,5.69
43,0,31.06,-38.66,-1.06,5.69
43,0,23.72,-0.84,6.28,5.69
43,0,30.47,-32.21,-0.47,5.69
43,0,30.47,-32.20,-0.47,5.69
43,0,30.47,-32.59,-0.47,5.69
43,0,31.21,-33.35,-1.21,5.69
43,0,24.23,-0.20,5.77,5.69
43,0,30.47,-27.42,-0.47,5.69
43,0,30.32,-26.17,-0.32,5.69
43,0,29.30,-20.79,0.70,5.69
43,0,29.30,-19.00,0.70,5.69
43,0,29.88,-20.70,0.12,5.69
43,0,29.88,-19.40,0.12,5.69
43,0,29.30,-14.81,0.70,5.69
43,0,29.88,-17.01,0.12,5.69
43,0,29.88,-16.70,0.12,5.69
43,0,29.30,-13.29,0.70,5.69
43,0,29.88,-14.10,0.12,5.69
43,0,29.88,-12.12,0.12,5.69
43,0,29.30,-4.73,0.70,5.69
43,0,29.44,-2.91,0.56,5.69
43,0,29.88,-3.67,0.12,5.69
43,0,29.88,5.01,0.12,5.69
43,0,29.88,5.81,0.12,5.69
43,0,31.21,0.62,-1.21,5.69
43,0,31.82,-5.11,-1.82,5.69
43,0,30.47,4.35,-0.47,5.69
43,0,30.47,3.46,-0.47,5.69
43,0,30.47,3.46,-0.47,5.69
43,0,30.47,1.46,-0.47,5.69
43,0,30.47,0.46,-0.47,5.69
43,0,29.73,1.85,0.27,5.69
43,0,33.05,-18.78,-3.05,5.69
43,0,31.06,-12.72,-1.06,5.69
43,0,31.67,-17.42,-1.67,5.69
43,0,30.47,-15.31,-0.47,5.69
43,0,30.47,-12.77,-0.47,5.69
43,0,29.88,-12.65,0.12,5.69
43,0,31.06,-20.88,-1.06,5.69
43,0,29.73,-16.42,0.27,5.69
43,0,31.06,-26.01,-1.06,5.69
43,0,29.44,-22.14,0.56,5.69
43,0,29.88,-22.90,0.12,5.69
43,0,33.05,-38.77,-3.05,5.69
43,0,30.47,-26.32,-0.47,5.69
43,0,30.47,-27.08,-0.47,5.69
43,0,24.23,2.64,5.77,5.69
43,0,30.47,-22.52,-0.47,5.69
43,0,23.60,12.49,6.40,5.69
43,0,31.06,-23.97,-1.06,5.69
43,0,30.47,-22.18,-0.47,5.69
43,0,31.06,-24.24,-1.06,5.69
43,0,30.47,-22.02,-0.47,5.69
43,0,32.43,-29.39,-2.43,5.69
43,0,28.44,-9.74,1.56,5.69
43,0,31.67,-22.83,-1.67,5.69
43,0,31.67,-25.09,-1.67,5.69
43,0,32.74,-24.64,-2.74,5.69
43,0,30.47,-16.88,-0.47,5.69
43,0,32.89,-34.70,-2.89,5.69
43,0,31.67,-32.42,-1.67,5.69
43,0,30.47,-24.42,-0.47,5.69
43,0,25.41,0.69,4.59,5.69
43,0,29.88,-20.08,0.12,5.69
43,0,25.68,-1.66,4.32,5.69
43,0,32.89,-38.80,-2.89,5.69
43,0,30.47,-25.68,-0.47,5.69
43,0,30.47,-30.54,-0.47,5.69
43,0,30.47,-28.43,-0.47,5.69
43,0,31.67,-35.01,-1.67,5.69
43,0,29.88,-30.31,0.12,5.69
43,0,29.88,-30.33,0.12,5.69
43,0,28.86,-27.81,1.14,5.69
43,0,29.88,-33.27,0.12,5.69
43,0,24.36,-4.86,5.64,5.69
43,0,30.47,-32.87,-0.47,5.69
43,0,30.47,-30.23,-0.47,5.69
43,1,20.68,48.72,9.32,5.69
43,1,25.95,39.95,4.05,5.69
43,1,25.95,55.29,4.05,5.69
43,1,26.49,52.91,3.51,5.69
43,1,27.59,47.97,2.41,5.69
43,1,28.15,45.46,1.85,5.69
43,1,27.59,47.99,2.41,5.69
43,1,28.01,46.09,1.99,5.69
43,1,28.15,45.43,1.85,5.69
43,1,37.07,-17.21,-7.07,5.69
43,1,37.24,-39.10,-7.24,5.69
43,1,32.89,-38.50,-2.89,5.69
43,1,27.59,-21.37,2.41,5.69
43,1,29.88,-30.43,0.12,5.69
43,1,34.15,-55.75,-4.15,5.69
43,1,29.88,-36.53,0.12,5.69
43,1,30.47,-38.80,-0.47,5.69
43,1,29.30,-19.26,0.70,5.69
43,1,32.89,-35.04,-2.89,5.69
43,1,28.15,-6.75,1.85,5.69
43,1,32.89,-24.98,-2.89,5.69
43,1,28.72,-7.15,1.28,5.69
43,1,29.30,-5.00,0.70,5.69
43,1,32.89,-25.14,-2.89,5.69
43,1,27.04,6.06,2.96,5.69
43,1,34.95,-40.43,-4.95,5.69
43,1,29.88,-23.45,0.12,5.69
43,1,31.06,-29.37,-1.06,5.69
43,1,29.88,-27.11,0.12,5.69
43,1,28.15,-21.92,1.85,5.69
43,1,29.30,-29.04,0.70,5.69
43,1,28.72,-30.46,1.28,5.69
43,1,29.88,-33.95,0.12,5.69
43,1,28.72,-27.99,1.28,5.69
43,1,30.47,-39.28,-0.47,5.69
43,1,31.06,-41.94,-1.06,5.69
43,1,23.98,-5.71,6.02,5.69
43,1,32.74,-49.46,-2.74,5.69
43,1,29.88,-29.38,0.12,5.69
43,1,29.01,-25.92,0.99,5.69
43,1,30.47,-27.04,-0.47,5.69
43,1,31.67,-38.16,-1.67,5.69
43,1,30.47,-37.43,-0.47,5.69
43,1,30.47,-39.29,-0.47,5.69
43,1,31.06,-38.77,-1.06,5.69
43,1,30.47,-38.40,-0.47,5.69
43,1,30.47,-38.97,-0.47,5.69
43,1,29.30,-33.51,0.70,5.69
43,1,30.47,-39.29,-0.47,5.69
43,1,29.88,-36.29,0.12,5.69
43,1,30.47,-34.85,-0.47,5.69
43,1,29.88,-32.19,0.12,5.69
43,1,29.88,-33.74,0.12,5.69
43,1,24.11,-3.12,5.89,5.69
43,1,29.88,-28.98,0.12,5.69
43,1,29.30,-20.80,0.70,5.69
43,1,29.30,-20.87,0.70,5.69
43,1,27.73,-7.55,2.27,5.69
43,1,29.88,-17.13,0.12,5.69
43,1,29.88,-11.99,0.12,5.69
43,1,29.88,-12.38,0.12,5.69
43,1,29.88,-10.11,0.12,5.69
43,1,23.60,22.63,6.40,5.69
43,1,29.88,-5.19,0.12,5.69
43,1,29.88,-5.40,0.12,5.69
43,1,29.88,-3.34,0.12,5.69
43,1,30.47,-1.62,-0.47,5.69
43,1,30.47,-0.61,-0.47,5.69
43,1,30.47,3.26,-0.47,5.69
43,1,30.47,1.94,-0.47,5.69
43,1,30.47,8.99,-0.47,5.69
43,1,30.47,8.23,-0.47,5.69
43,1,32.89,-9.54,-2.89,5.69
43,1,30.47,-4.06,-0.47,5.69
43,1,31.06,-5.87,-1.06,5.69
43,1,29.88,-3.21,0.12,5.69
43,1,33.52,-25.03,-3.52,5.69
43,1,34.15,-36.86,-4.15,5.69
43,1,31.21,-24.46,-1.21,5.69
43,1,29.30,-19.74,0.70,5.69
43,1,33.52,-42.33,-3.52,5.69
43,1,32.89,-43.22,-2.89,5.69
43,1,28.72,-26.66,1.28,5.69
43,1,28.72,-27.79,1.28,5.69
43,1,29.30,-30.36,0.70,5.69
43,1,29.30,-33.50,0.70,5.69
43,1,29.88,-34.94,0.12,5.69
43,1,29.30,-32.66,0.70,5.69
43,1,31.06,-36.44,-1.06,5.69
43,1,29.88,-32.43,0.12,5.69
43,1,29.30,-24.45,0.70,5.69
43,1,24.62,1.72,5.38,5.69
43,1,29.88,-18.30,0.12,5.69
43,1,29.88,-19.18,0.12,5.69
43,1,30.47,-26.34,-0.47,5.69
43,1,24.62,6.68,5.38,5.69
43,1,29.88,-18.60,0.12,5.69
43,1,30.47,-21.69,-0.47,5.69
43,1,31.06,-33.36,-1.06,5.69
43,1,32.28,-44.99,-2.28,5.69
43,1,31.06,-41.95,-1.06,5.69
43,1,30.92,-41.29,-0.92,5.69
43,1,30.47,-39.27,-0.47,5.69
43,1,31.06,-35.07,-1.06,5.69
43,1,30.47,-34.14,-0.47,5.69
43,1,30.47,-38.22,-0.47,5.69
43,1,29.88,-35.59,0.12,5.69
43,1,29.88,-33.04,0.12,5.69
43,1,25.15,-11.74,4.85,5.69
43,1,31.67,-43.16,-1.67,5.69
43,1,30.62,-39.86,-0.62,5.69
43,1,30.47,-39.29,-0.47,5.69
43,1,31.06,-41.97,-1.06,5.69
43,1,29.88,-36.47,0.12,5.69
43,1,33.05,-47.88,-3.05,5.69
43,1,30.47,-37.50,-0.47,5.69
43,2,26.62,16.75,3.38,5.69
43,2,26.49,28.36,3.51,5.69
43,2,27.04,36.77,2.96,5.69
43,2,27.04,45.46,2.96,5.69
43,2,29.44,35.10,0.56,5.69
43,2,28.72,38.22,1.28,5.69
43,2,29.44,35.10,0.56,5.69
43,2,28.29,40.04,1.71,5.69
43,2,30.47,30.08,-0.47,5.69
43,2,37.24,-18.05,-7.24,5.69
43,2,29.88,2.57,0.12,5.69
43,2,34.79,-26.39,-4.79,5.69
43,2,36.74,-55.22,-6.74,5.69
43,2,35.43,-56.07,-5.43,5.69
43,2,37.24,-63.83,-7.24,5.69
43,2,35.43,-56.07,-5.43,5.69
43,2,37.24,-63.84,-7.24,5.69
43,2,32.12,-41.84,-2.12,5.69
43,2,25.95,-1.92,4.05,5.69
43,2,21.26,30.78,8.74,5.69
43,2,29.30,-7.46,0.70,5.69
43,2,36.57,-43.52,-6.57,5.69
43,2,28.72,-12.87,1.28,5.69
43,2,27.04,-17.86,2.96,5.69
43,2,31.67,-39.88,-1.67,5.69
43,2,25.95,-12.59,4.05,5.69
43,2,27.59,-13.60,2.41,5.69
43,2,37.24,-57.72,-7.24,5.69
43,2,26.49,-9.08,3.51,5.69
43,2,28.86,-21.40,1.14,5.69
43,2,37.24,-61.95,-7.24,5.69
43,2,30.47,-31.30,-0.47,5.69
43,2,37.07,-62.17,-7.07,5.69
43,2,31.21,-37.94,-1.21,5.69
43,2,36.08,-58.90,-6.08,5.69
43,2,32.89,-45.18,-2.89,5.69
43,2,29.88,-32.10,0.12,5.69
43,2,31.67,-39.90,-1.67,5.69
43,2,30.62,-34.41,-0.62,5.69
43,2,31.67,-39.89,-1.67,5.69
43,2,30.47,-34.73,-0.47,5.69
43,2,30.47,-31.89,-0.47,5.69
43,2,31.67,-39.89,-1.67,5.69
43,2,30.47,-32.49,-0.47,5.69
43,2,31.06,-37.29,-1.06,5.69
43,2,31.06,-37.30,-1.06,5.69
43,2,30.47,-34.73,-0.47,5.69
43,2,31.06,-37.30,-1.06,5.69
43,2,30.47,-34.72,-0.47,5.69
43,2,30.62,-35.37,-0.62,5.69
43,2,31.06,-37.29,-1.06,5.69
43,2,30.47,-32.72,-0.47,5.69
43,2,30.47,-34.73,-0.47,5.69
43,2,29.88,-32.07,0.12,5.69
43,2,24.11,-1.71,5.89,5.69
43,2,29.30,-24.36,0.70,5.69
43,2,23.60,6.21,6.40,5.69
43,2,29.88,-19.60,0.12,5.69
43,2,29.30,-14.80,0.70,5.69
43,2,29.88,-17.00,0.12,5.69
43,2,29.88,-15.84,0.12,5.69
43,2,29.88,-15.54,0.12,5.69
43,2,29.30,-11.88,0.70,5.69
43,2,29.88,-10.52,0.12,5.69
43,2,29.44,-5.58,0.56,5.69
43,2,29.30,-3.13,0.70,5.69
43,2,23.72,26.73,6.28,5.69
43,2,29.88,2.41,0.12,5.69
43,2,26.62,20.28,3.38,5.69
43,2,30.47,2.96,-0.47,5.69
43,2,29.88,6.26,0.12,5.69
43,2,30.47,4.86,-0.47,5.69
43,2,29.88,6.43,0.12,5.69
43,2,30.47,1.68,-0.47,5.69
43,2,30.47,-1.12,-0.47,5.69
43,2,24.23,30.16,5.77,5.69
43,2,32.28,-10.51,-2.28,5.69
43,2,24.11,26.50,5.89,5.69
43,2,31.67,-11.27,-1.67,5.69
43,2,32.28,-17.11,-2.28,5.69
43,2,30.47,-15.19,-0.47,5.69
43,2,26.08,3.35,3.92,5.69
43,2,30.47,-19.30,-0.47,5.69
43,2,31.67,-29.56,-1.67,5.69
43,2,32.89,-38.38,-2.89,5.69
43,2,29.44,-25.74,0.56,5.69
43,2,31.06,-26.72,-1.06,5.69
43,2,29.30,-19.80,0.70,5.69
43,2,31.67,-29.66,-1.67,5.69
43,2,28.72,-16.68,1.28,5.69
43,2,30.47,-20.04,-0.47,5.69
43,2,28.72,-9.96,1.28,5.69
43,2,30.47,-14.14,-0.47,5.69
43,2,31.67,-16.63,-1.67,5.69
43,2,30.47,-11.31,-0.47,5.69
43,2,30.03,-11.39,-0.03,5.69
43,2,31.06,-16.14,-1.06,5.69
43,2,30.03,-14.65,-0.03,5.69
43,2,31.06,-18.94,-1.06,5.69
43,2,31.06,-26.60,-1.06,5.69
43,2,32.43,-35.64,-2.43,5.69
43,2,32.89,-41.64,-2.89,5.69
43,2,30.47,-34.73,-0.47,5.69
43,2,31.21,-36.95,-1.21,5.69
43,2,28.72,-25.76,1.28,5.69
43,2,28.15,-23.48,1.85,5.69
43,2,31.67,-37.16,-1.67,5.69
43,2,29.30,-28.88,0.70,5.69
43,2,28.58,-22.26,1.42,5.69
43,2,31.06,-31.11,-1.06,5.69
43,2,31.52,-36.42,-1.52,5.69
43,2,32.89,-42.14,-2.89,5.69
43,2,30.47,-30.51,-0.47,5.69
43,2,32.43,-43.17,-2.43,5.69
43,2,30.47,-31.79,-0.47,5.69
44,0,25.54,24.84,4.46,5.69
44,0,25.54,43.03,4.46,5.69
44,0,24.88,64.14,5.12,5.69
44,0,25.54,60.97,4.46,5.69
44,0,26.49,56.48,3.51,5.69
44,0,27.59,51.22,2.41,5.69
44,0,27.59,51.22,2.41,5.69
44,0,27.59,50.76,2.41,5.69
44,0,27.04,53.87,2.96,5.69
44,0,31.67,26.90,-1.67,5.69
44,0,36.08,-20.93,-6.08,5.69
44,0,37.24,-43.29,-7.24,5.69
44,0,32.28,-43.96,-2.28,5.69
44,0,37.57,-75.86,-7.57,5.69
44,0,31.67,-46.67,-1.67,5.69
44,0,25.02,-4.55,4.98,5.69
44,0,29.88,-35.95,0.12,5.69
44,0,29.30,-13.32,0.70,5.69
44,0,31.67,-16.29,-1.67,5.69
44,0,27.59,8.79,2.41,5.69
44,0,27.04,9.03,2.96,5.69
44,0,33.52,-15.19,-3.52,5.69
44,0,26.49,24.20,3.51,5.69
44,0,28.72,-0.42,1.28,5.69
44,0,37.91,-52.45,-7.91,5.69
44,0,34.31,-40.27,-4.31,5.69
44,0,32.28,-49.49,-2.28,5.69
44,0,28.15,-18.19,1.85,5.69
44,0,33.52,-49.47,-3.52,5.69
44,0,27.59,-19.37,2.41,5.69
44,0,32.28,-43.27,-2.28,5.69
44,0,33.52,-55.50,-3.52,5.69
44,0,29.88,-33.60,0.12,5.69
44,0,30.47,-41.92,-0.47,5.69
44,0,32.89,-53.56,-2.89,5.69
44,0,34.79,-62.56,-4.79,5.69
44,0,31.06,-44.78,-1.06,5.69
44,0,30.62,-42.66,-0.62,5.69
44,0,29.88,-34.11,0.12,5.69
44,0,30.62,-40.10,-0.62,5.69
44,0,32.43,-51.26,-2.43,5.69
44,0,30.47,-41.95,-0.47,5.69
44,0,30.47,-41.96,-0.47,5.69
44,0,24.62,-9.74,5.38,5.69
44,0,30.47,-39.54,-0.47,5.69
44,0,30.32,-39.64,-0.32,5.69
44,0,29.88,-36.71,0.12,5.69
44,0,29.88,-26.04,0.12,5.69
44,0,29.88,-24.98,0.12,5.69
44,0,29.30,-22.07,0.70,5.69
44,0,29.88,-22.54,0.12,5.69
44,0,29.30,-19.74,0.70,5.69
44,0,29.88,-23.34,0.12,5.69
44,0,29.88,-23.34,0.12,5.69
44,0,29.30,-18.80,0.70,5.69
44,0,29.30,-16.01,0.70,5.69
44,0,29.30,-13.33,0.70,5.69
44,0,29.30,-6.24,0.70,5.69
44,0,29.44,1.92,0.56,5.69
44,0,29.30,10.18,0.70,5.69
44,0,29.44,16.66,0.56,5.69
44,0,29.88,14.83,0.12,5.69
44,0,29.88,13.43,0.12,5.69
44,0,29.88,23.06,0.12,5.69
44,0,29.88,22.50,0.12,5.69
44,0,30.62,18.15,-0.62,5.69
44,0,31.06,16.64,-1.06,5.69
44,0,32.74,3.08,-2.74,5.69
44,0,30.47,11.48,-0.47,5.69
44,0,30.03,10.14,-0.03,5.69
44,0,29.30,10.75,0.70,5.69
44,0,29.88,13.87,0.12,5.69
44,0,31.67,-2.86,-1.67,5.69
44,0,31.06,-3.34,-1.06,5.69
44,0,25.41,29.33,4.59,5.69
44,0,36.25,-19.93,-6.25,5.69
44,0,37.07,-23.58,-7.07,5.69
44,0,37.07,-40.03,-7.07,5.69
44,0,32.28,-25.99,-2.28,5.69
44,0,34.15,-50.75,-4.15,5.69
44,0,29.30,-34.56,0.70,5.69
44,0,29.88,-32.21,0.12,5.69
44,0,25.54,-0.75,4.46,5.69
44,0,29.30,-30.73,0.70,5.69
44,0,29.88,-35.05,0.12,5.69
44,0,26.49,-15.01,3.51,5.69
44,0,34.79,-53.35,-4.79,5.69
44,0,27.04,-10.22,2.96,5.69
44,0,32.28,-34.01,-2.28,5.69
44,0,28.15,-12.56,1.85,5.69
44,0,29.30,-15.88,0.70,5.69
44,0,31.67,-33.78,-1.67,5.69
44,0,27.04,-12.91,2.96,5.69
44,0,33.36,-47.15,-3.36,5.69
44,0,32.28,-43.09,-2.28,5.69
44,0,34.15,-59.53,-4.15,5.69
44,0,33.52,-50.75,-3.52,5.69
44,0,31.67,-47.21,-1.67,5.69
44,0,31.06,-39.67,-1.06,5.69
44,0,31.67,-47.56,-1.67,5.69
44,0,29.88,-38.28,0.12,5.69
44,0,29.88,-39.00,0.12,5.69
44,0,29.88,-39.00,0.12,5.69
44,0,31.67,-41.05,-1.67,5.69
44,0,31.67,-47.66,-1.67,5.69
44,0,31.06,-44.80,-1.06,5.69
